sample	tissue	type	sample_type
TCGA-BH-A0W3-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A8FZ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A12N-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A26W-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A26X-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A27I-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A155-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15K-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1N9-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-HN-A2OB-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A25A-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A13F-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0RI-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A409-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0B9-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A1FM-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A1FU-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A12Y-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15I-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1B6-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1L6-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A574-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-GM-A3XN-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-LD-A66U-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-MS-A51U-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A08X-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A6NO-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A12D-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A0TP-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A0TZ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A24O-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A400-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0DZ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A12T-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A158-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A3DX-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1RI-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1OX-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1P4-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-OL-A5RV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-OL-A6VO-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-5L-AAT0-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0D3-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A3XW-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A075-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A03T-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A12C-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0IJ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0RV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0B7-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0DQ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A227-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A22H-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0CV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A08G-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A2BM-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0AL-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A03V-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0J2-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0J4-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0BJ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0DT-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A24A-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-GM-A2D9-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-LL-A9Q3-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A6VX-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A07P-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A09K-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A09T-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A3OD-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A046-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0XN-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0JF-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A0TR-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A5QN-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A5QQ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0RQ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A1KF-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0EE-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A1EO-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A1FD-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A3M8-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A4Z1-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A154-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1RF-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1P1-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-XX-A89A-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A1-A0SO-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0CW-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0YF-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0YM-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A4RX-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A083-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0FW-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0XV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0J3-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0WV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A1KC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0GY-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0HN-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A1EX-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A12L-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A10B-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1RD-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-GM-A4E0-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-LL-A73Y-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-OL-A97C-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-S3-AA11-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A04N-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0SU-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0T2-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A25F-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A4S1-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A0CD-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A06N-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A06Y-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A076-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A07U-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A08H-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A0A2-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A3W7-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A3YJ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A03Y-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A0TV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0IO-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0B1-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A1FJ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A1X9-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A27E-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15M-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1R4-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1PC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-OL-A5S0-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-W8-A86G-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A26I-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A07F-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A07G-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A08C-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A097-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A2FB-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A2FO-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A3W5-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A1AW-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A1AY-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A24H-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A2LN-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0H7-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0HP-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A133-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A1Y0-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A14S-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15L-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15T-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A5FL-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-GM-A5PX-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-S3-AA10-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0EQ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A08T-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A0A6-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0JC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A0TX-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A1AX-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0IB-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0B8-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0DL-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A201-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A135-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A1XA-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A27P-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A109-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A10E-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A14Z-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15F-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15R-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1R7-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1P6-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-LL-A5YL-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-PE-A5DD-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-S3-A6ZF-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-S3-AA17-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-5L-AAT1-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0CY-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0ER-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0SV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0YD-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0YG-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A1FZ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A0DC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A3J1-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A06P-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A06Q-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A4ZE-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0FT-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0XS-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A12B-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0IK-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A1KI-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0DH-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0DI-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A18H-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A5J0-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A274-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1AZ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1BC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1R5-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1R6-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1RH-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A2JT-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A54Y-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A5UP-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1OY-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-GI-A2C8-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-GM-A3NW-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-GM-A5PV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-OL-A5RU-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-S3-AA0Z-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-UU-A93S-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-3C-AALJ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A04T-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0CQ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0EY-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0ST-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0SY-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0T4-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0YI-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A1FW-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A3XS-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A4S2-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A0DA-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A3IZ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A3J0-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A4SC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A7-A5ZV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A09X-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A23C-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A2FE-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A18U-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0BW-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0H9-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A1EO-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A1FD-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E9-A1RF-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E9-A1RD-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A1FJ-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E2-A15M-11	BRCA	BRCA_normal_TCGA	normal
TCGA-AC-A2FB-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0H7-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0B8-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0DL-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E9-A1R7-11	BRCA	BRCA_normal_TCGA	normal
TCGA-A7-A0DC-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0DH-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E2-A1BC-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E9-A1RH-11	BRCA	BRCA_normal_TCGA	normal
TCGA-GI-A2C8-11	BRCA	BRCA_normal_TCGA	normal
TCGA-A7-A13E-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0AY-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0C0-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E9-A1NG-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0BC-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0DP-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A18P-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A1FB-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E9-A1NF-11	BRCA	BRCA_normal_TCGA	normal
TCGA-BH-A0BZ-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E2-A1LH-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E2-A15K-11	BRCA	BRCA_normal_TCGA	normal
TCGA-E9-A1N9-11	BRCA	BRCA_normal_TCGA	normal
TCGA-A8-A093-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0FN-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0XL-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0J6-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0J8-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0J9-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A128-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AQ-A04H-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A24S-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0RE-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0WT-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0X5-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0C1-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A6R9-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A278-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A1XT-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A1Y3-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A156-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15C-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15P-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1IE-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1NC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1QZ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1J3-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A3U0-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-LL-A440-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-LL-A740-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-LL-A8F5-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-OL-A5DA-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-Z7-A8R5-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0CK-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0CP-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0D0-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A06O-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A1AL-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0RL-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0RN-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0BC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0DP-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0HY-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A18P-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A1FB-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A202-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A3M7-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A1JA-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1IN-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1IU-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1NF-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A5FK-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A3E8-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A6SC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A1-A0SD-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0T0-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0YC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A4S3-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A086-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A08F-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0FJ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0XO-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A03N-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0JD-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AO-A0JL-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A0U3-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A2LQ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0BR-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0BZ-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-BH-A0RX-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A1HE-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A26Z-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A8HP-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A1JC-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A1JM-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A27M-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1LA-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1LH-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A247-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1J5-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1P7-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A1PA-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-EW-A2FR-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-OK-A5Q2-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-OL-A66N-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A2-A0ET-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A07L-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A082-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-A8-A09B-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A2QH-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A04D-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0FV-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AR-A250-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0WS-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-B6-A0WW-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-C8-A12Z-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A147-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-D8-A1XF-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A15A-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1B1-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E2-A1IG-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A1N5-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A226-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A249-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-E9-A6HE-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AC-A8OS-01	BRCA	BRCA_tumor_TCGA	tumor
TCGA-AN-A0FD-01	BRCA	BRCA_tumor_TCGA	tumor
