tissue	sample_type	tpm
SKCM	normal	5.0635
SKCM	normal	4.7544
SKCM	normal	4.8881
SKCM	normal	5.0242
SKCM	normal	4.9778
SKCM	normal	4.865
SKCM	normal	4.9519
SKCM	normal	5.4367
SKCM	normal	4.9021
SKCM	normal	5.2612
SKCM	normal	4.5982
SKCM	normal	4.7523
SKCM	normal	4.81
SKCM	normal	4.6988
SKCM	normal	5.2342
SKCM	normal	4.4938
SKCM	normal	5.1875
SKCM	normal	5.4896
SKCM	normal	4.773
SKCM	normal	4.5687
SKCM	normal	4.3716
SKCM	normal	5.3205
SKCM	normal	5
SKCM	normal	4.9379
SKCM	normal	4.756
SKCM	normal	4.812
SKCM	normal	4.7619
SKCM	normal	5.4094
SKCM	normal	4.3392
SKCM	normal	4.6502
SKCM	normal	4.4913
SKCM	normal	4.5268
SKCM	normal	4.9379
SKCM	normal	4.9547
SKCM	normal	4.9284
SKCM	normal	4.4189
SKCM	normal	4.6798
SKCM	normal	4.9769
SKCM	normal	5.3541
SKCM	normal	4.6468
SKCM	normal	4.7709
SKCM	normal	5.0144
SKCM	normal	5.2289
SKCM	normal	4.8475
SKCM	normal	3.9663
SKCM	normal	5.0657
SKCM	normal	4.9146
SKCM	normal	4.8385
SKCM	normal	5.0063
SKCM	normal	5.1855
SKCM	normal	4.554
SKCM	normal	4.7539
SKCM	normal	4.7071
SKCM	normal	4.8253
SKCM	normal	5.1922
SKCM	normal	4.848
SKCM	normal	5.1194
SKCM	normal	4.5534
SKCM	normal	4.8949
SKCM	normal	4.9855
SKCM	normal	4.9127
SKCM	normal	4.728
SKCM	normal	4.7192
SKCM	normal	5.1314
SKCM	normal	4.9996
SKCM	normal	4.8115
SKCM	normal	4.5497
SKCM	normal	4.9084
SKCM	normal	4.5053
SKCM	normal	4.9218
SKCM	normal	5.1465
SKCM	normal	4.6725
SKCM	normal	5.1198
SKCM	normal	4.8329
SKCM	normal	4.7528
SKCM	normal	5.1219
SKCM	normal	4.0969
SKCM	normal	5.2415
SKCM	normal	4.8827
SKCM	normal	5.5522
SKCM	normal	4.9672
SKCM	normal	4.641
SKCM	normal	4.3442
SKCM	normal	5.2728
SKCM	normal	4.8299
SKCM	normal	5.0484
SKCM	normal	4.6047
SKCM	normal	4.1764
SKCM	normal	4.1796
SKCM	normal	2.3337
SKCM	normal	4.8105
SKCM	normal	4.3807
SKCM	normal	4.3306
SKCM	normal	4.582
SKCM	normal	4.7022
SKCM	normal	4.735
SKCM	normal	5.2411
SKCM	normal	4.8635
SKCM	normal	4.5946
SKCM	normal	4.3463
SKCM	normal	4.696
SKCM	normal	4.859
SKCM	normal	4.6753
SKCM	normal	5.0683
SKCM	normal	4.352
SKCM	normal	4.5085
SKCM	normal	4.3413
SKCM	normal	5.0867
SKCM	normal	5.033
SKCM	normal	5.1061
SKCM	normal	4.2951
SKCM	normal	4.6933
SKCM	normal	5.0875
SKCM	normal	5.0175
SKCM	normal	4.5626
SKCM	normal	4.6645
SKCM	normal	4.4277
SKCM	normal	4.429
SKCM	normal	4.2943
SKCM	normal	4.8125
SKCM	normal	4.8987
SKCM	normal	4.3938
SKCM	normal	5.1839
SKCM	normal	5.033
SKCM	normal	5
SKCM	normal	4.8992
SKCM	normal	5.0193
SKCM	normal	4.2743
SKCM	normal	4.2965
SKCM	normal	5.4466
SKCM	normal	5.0308
SKCM	normal	4.4647
SKCM	normal	5.7315
SKCM	normal	4.9069
SKCM	normal	5.1831
SKCM	normal	5.0041
SKCM	normal	4.2419
SKCM	normal	4.848
SKCM	normal	5.2453
SKCM	normal	4.9846
SKCM	normal	4.5411
SKCM	normal	4.9364
SKCM	normal	4.8172
SKCM	normal	4.8415
SKCM	normal	5.0215
SKCM	normal	4.6148
SKCM	normal	4.594
SKCM	normal	5.1081
SKCM	normal	5.0837
SKCM	normal	4.6927
SKCM	normal	5.0321
SKCM	normal	4.9951
SKCM	normal	5.569
SKCM	normal	4.7997
SKCM	normal	4.9801
SKCM	normal	5.101
SKCM	normal	4.4317
SKCM	normal	4.2427
SKCM	normal	4.4122
SKCM	normal	4.026
SKCM	normal	4.9982
SKCM	normal	4.3499
SKCM	normal	4.4142
SKCM	normal	4.916
SKCM	normal	4.4874
SKCM	normal	4.9982
SKCM	normal	4.8151
SKCM	normal	4.5838
SKCM	normal	4.2434
SKCM	normal	4.7372
SKCM	normal	4.6439
SKCM	normal	4.841
SKCM	normal	4.9393
SKCM	normal	5.3038
SKCM	normal	3.7324
SKCM	normal	4.3576
SKCM	normal	4.5255
SKCM	normal	5.3302
SKCM	normal	4.8084
SKCM	normal	5.0867
SKCM	normal	5.7038
SKCM	normal	5.2365
SKCM	normal	5.0095
SKCM	normal	4.3541
SKCM	normal	4.1466
SKCM	normal	3.9956
SKCM	normal	4.8002
SKCM	normal	5.1704
SKCM	normal	4.3999
SKCM	normal	4.0653
SKCM	normal	3.8391
SKCM	normal	4.5186
SKCM	normal	4.4523
SKCM	normal	3.9856
SKCM	normal	5.366
SKCM	normal	4.8704
SKCM	normal	5.1111
SKCM	normal	5.1647
SKCM	normal	5.2415
SKCM	normal	5.1334
SKCM	normal	5.2001
SKCM	normal	5.2091
SKCM	normal	4.8167
SKCM	normal	4.4516
SKCM	normal	4.5034
SKCM	normal	5.2032
SKCM	normal	4.4855
SKCM	normal	4.6288
SKCM	normal	4.7965
SKCM	normal	4.8515
SKCM	normal	4.734
SKCM	normal	5.1966
SKCM	normal	4.7464
SKCM	normal	4.6159
SKCM	normal	5.0777
SKCM	normal	5.1098
SKCM	normal	4.8807
SKCM	normal	4.4797
SKCM	normal	3.7877
SKCM	normal	4.6894
SKCM	normal	4.9103
SKCM	normal	5.4893
SKCM	normal	4.4706
SKCM	normal	4.8059
SKCM	normal	4.402
SKCM	normal	4.9016
SKCM	normal	4.4364
SKCM	normal	5.1453
SKCM	normal	4.6428
SKCM	normal	4.5448
SKCM	normal	4.7798
SKCM	normal	4.309
SKCM	normal	4.8545
SKCM	normal	4.1474
SKCM	normal	4.8758
SKCM	normal	4.7453
SKCM	normal	4.8007
SKCM	normal	4.6977
SKCM	normal	5.2361
SKCM	normal	4.7991
SKCM	normal	4.9227
SKCM	normal	4.0064
SKCM	normal	4.2803
SKCM	normal	5.2836
SKCM	normal	4.8125
SKCM	normal	4.7903
SKCM	normal	5.2335
SKCM	normal	5.1796
SKCM	normal	4.4621
SKCM	normal	5.0601
SKCM	normal	5.0348
SKCM	normal	5.054
SKCM	normal	4.957
SKCM	normal	4.8329
SKCM	normal	5.6427
SKCM	normal	4.4582
SKCM	normal	3.6242
SKCM	normal	4.8802
SKCM	normal	4.6854
SKCM	normal	4.7093
SKCM	normal	5.5874
SKCM	normal	5.0233
SKCM	normal	5.0939
SKCM	normal	3.7709
SKCM	normal	4.5856
SKCM	normal	4.6719
SKCM	normal	5.2821
SKCM	normal	4.8012
SKCM	normal	4.7066
SKCM	normal	4.7651
SKCM	normal	4.4101
SKCM	normal	4.2951
SKCM	normal	5.0484
SKCM	normal	4.964
SKCM	normal	5.0193
SKCM	normal	4.4135
SKCM	normal	4.951
SKCM	normal	5.1871
SKCM	normal	5.2661
SKCM	normal	5.2196
SKCM	normal	4.7055
SKCM	normal	4.2274
SKCM	normal	4.3513
SKCM	normal	4.0427
SKCM	normal	0.9568
SKCM	normal	4.4549
SKCM	normal	4.5342
SKCM	normal	5.124
SKCM	normal	4.8355
SKCM	normal	4.9621
SKCM	normal	5.0875
SKCM	normal	4.0497
SKCM	normal	4.6177
SKCM	normal	5.0308
SKCM	normal	5.8602
SKCM	normal	5.2858
SKCM	normal	4.1636
SKCM	normal	4.2088
SKCM	normal	5.7255
SKCM	normal	5.1069
SKCM	normal	4.5946
SKCM	normal	4.2593
SKCM	normal	4.6195
SKCM	normal	5.2472
SKCM	normal	4.4257
SKCM	normal	4.5699
SKCM	normal	4.9289
SKCM	normal	4.4816
SKCM	tumor	7.0928
SKCM	tumor	6.1655
SKCM	tumor	5.6508
SKCM	tumor	5.1827
SKCM	tumor	4.8095
SKCM	tumor	5.5407
SKCM	tumor	2.1345
SKCM	tumor	6.437
SKCM	tumor	5.5699
SKCM	tumor	4.6854
SKCM	tumor	4.499
SKCM	tumor	5.1887
SKCM	tumor	5.8354
SKCM	tumor	5.1297
SKCM	tumor	4.5205
SKCM	tumor	5.1819
SKCM	tumor	4.9519
SKCM	tumor	5.8189
SKCM	tumor	5.1835
SKCM	tumor	3.6474
SKCM	tumor	5.5668
SKCM	tumor	5.1404
SKCM	tumor	4.7903
SKCM	tumor	4.4135
SKCM	tumor	5.7165
SKCM	tumor	3.5982
SKCM	tumor	5.3107
SKCM	tumor	2.7679
SKCM	tumor	5.0691
SKCM	tumor	6.6649
SKCM	tumor	5.5164
SKCM	tumor	5.2292
SKCM	tumor	6.1815
SKCM	tumor	4.9002
SKCM	tumor	4.9982
SKCM	tumor	5.3024
SKCM	tumor	5.3799
SKCM	tumor	5.3702
SKCM	tumor	4.8963
SKCM	tumor	4.298
SKCM	tumor	4.3126
SKCM	tumor	4.0313
SKCM	tumor	6.4591
SKCM	tumor	6.126
SKCM	tumor	4.9677
SKCM	tumor	3.2466
SKCM	tumor	5.803
SKCM	tumor	4.4516
SKCM	tumor	5.6462
SKCM	tumor	5.6851
SKCM	tumor	6.1163
SKCM	tumor	4.9491
SKCM	tumor	5.0584
SKCM	tumor	5.426
SKCM	tumor	5.426
SKCM	tumor	5.9186
SKCM	tumor	5.2728
SKCM	tumor	4.85
SKCM	tumor	3.3464
SKCM	tumor	6.0381
SKCM	tumor	1.8957
SKCM	tumor	5.337
SKCM	tumor	5.4053
SKCM	tumor	4.891
SKCM	tumor	5.4343
SKCM	tumor	4.3716
SKCM	tumor	6.0644
SKCM	tumor	6.0199
SKCM	tumor	4.2736
SKCM	tumor	5.8992
SKCM	tumor	4.9782
SKCM	tumor	5.841
SKCM	tumor	4.9203
SKCM	tumor	4.8812
SKCM	tumor	5.8761
SKCM	tumor	5.1831
SKCM	tumor	5.0313
SKCM	tumor	4.0918
SKCM	tumor	5.4964
SKCM	tumor	5.0807
SKCM	tumor	6.4796
SKCM	tumor	5.444
SKCM	tumor	5.5056
SKCM	tumor	5.0383
SKCM	tumor	5.8919
SKCM	tumor	3.7982
SKCM	tumor	5.585
SKCM	tumor	5.1285
SKCM	tumor	4.215
SKCM	tumor	3.7464
SKCM	tumor	5.5515
SKCM	normal	5.3445
SKCM	tumor	6.1635
SKCM	tumor	5.5097
SKCM	tumor	5.8775
SKCM	tumor	4.3688
SKCM	tumor	6.988
SKCM	tumor	4.1844
SKCM	tumor	5.6588
SKCM	tumor	4.6095
SKCM	tumor	5.3608
SKCM	tumor	4.9714
SKCM	tumor	5.5379
STAD	normal	3.3379
STAD	normal	2.9186
STAD	normal	2.8442
STAD	normal	2.93
STAD	normal	3.3293
STAD	normal	2.5338
STAD	normal	2.9243
STAD	normal	3.2049
STAD	normal	1.3397
STAD	normal	3.245
STAD	normal	2.043
STAD	normal	2.3077
STAD	normal	3.866
STAD	normal	4.4751
STAD	normal	4.0636
STAD	normal	3.5742
STAD	normal	3.6994
STAD	normal	2.5238
STAD	normal	3.287
STAD	normal	3.6994
STAD	normal	3.8451
STAD	normal	2.4544
STAD	normal	4.2465
STAD	normal	3.6939
STAD	normal	3.2915
STAD	normal	4.0383
STAD	normal	3.2002
STAD	normal	3.1939
STAD	normal	3.6894
STAD	normal	2.9071
STAD	normal	4.3944
STAD	normal	3.0602
STAD	normal	2.561
STAD	normal	3.1475
STAD	normal	2.9186
STAD	normal	3.1145
STAD	normal	3.2766
STAD	normal	3.2766
STAD	normal	3.4088
STAD	normal	3.4088
STAD	normal	3.3264
STAD	normal	3.5887
STAD	normal	3.3379
STAD	normal	1.8604
STAD	normal	2.8341
STAD	normal	3.011
STAD	normal	4.0037
STAD	normal	2.2237
STAD	normal	4.1668
STAD	normal	3.3192
STAD	normal	4.2586
STAD	normal	2.3564
STAD	normal	3.9645
STAD	normal	3.6961
STAD	normal	3.6042
STAD	normal	3.66
STAD	normal	2.6395
STAD	normal	2.9205
STAD	normal	3.5851
STAD	normal	3.623
STAD	normal	3.1604
STAD	normal	2.5087
STAD	normal	3.6691
STAD	normal	4.5485
STAD	normal	3.7709
STAD	normal	3.5887
STAD	normal	3.9478
STAD	normal	3.9012
STAD	normal	2.826
STAD	normal	3.6748
STAD	normal	4.0127
STAD	normal	2.3048
STAD	normal	3.6759
STAD	normal	3.5633
STAD	normal	2.4908
STAD	normal	3.9543
STAD	normal	3.5035
STAD	normal	3.7699
STAD	normal	3.1588
STAD	normal	3.1604
STAD	normal	3.3235
STAD	normal	3.0145
STAD	normal	2.0569
STAD	normal	2.2421
STAD	normal	2.7357
STAD	normal	3.5411
STAD	normal	4.2434
STAD	normal	2.874
STAD	normal	3.6928
STAD	normal	2.5948
STAD	normal	3.3264
STAD	normal	3.6928
STAD	normal	3.3938
STAD	normal	3.3364
STAD	normal	3.1781
STAD	normal	3.4129
STAD	normal	4.0756
STAD	normal	3.6042
STAD	normal	3.4907
STAD	normal	2.9544
STAD	normal	2.6962
STAD	normal	3.3577
STAD	normal	2.9765
STAD	normal	2.791
STAD	normal	4.0162
STAD	normal	4.1515
STAD	normal	4.2343
STAD	normal	2.4332
STAD	normal	-9.9658
STAD	normal	3.868
STAD	normal	3.0723
STAD	normal	3.6849
STAD	normal	3.154
STAD	normal	3.1079
STAD	normal	3.5839
STAD	normal	2.2513
STAD	normal	3.6393
STAD	normal	3.6382
STAD	normal	3.3017
STAD	normal	2.328
STAD	normal	-9.9658
STAD	normal	3.4451
STAD	normal	3.5073
STAD	normal	2.9911
STAD	normal	2.9525
STAD	normal	3.1588
STAD	normal	3.9194
STAD	normal	2.9911
STAD	normal	2.5756
STAD	normal	3.0411
STAD	normal	2.6185
STAD	normal	4.2072
STAD	normal	3.309
STAD	normal	3.402
STAD	normal	2.7292
STAD	normal	3.4843
STAD	normal	3.4197
STAD	normal	3.4868
STAD	normal	3.4958
STAD	normal	4.0144
STAD	normal	3.6207
STAD	normal	2.3592
STAD	normal	3.154
STAD	normal	3.2096
STAD	normal	3.4371
STAD	normal	3.4569
STAD	normal	3.573
STAD	normal	2.8301
STAD	normal	2.9109
STAD	normal	2.8779
STAD	normal	2.982
STAD	normal	3.2127
STAD	normal	2.9765
STAD	normal	2.1345
STAD	normal	2.824
STAD	normal	3.1637
STAD	normal	2.9729
STAD	normal	2.8681
STAD	normal	3.1987
STAD	normal	4.441
STAD	normal	2.8158
STAD	normal	4.0952
STAD	normal	3.5324
STAD	normal	3.0671
STAD	normal	2.9525
STAD	normal	2.1638
STAD	normal	2.4225
STAD	normal	2.7161
STAD	normal	3.1442
STAD	normal	2.8137
STAD	normal	3.7356
STAD	normal	2.0325
STAD	normal	2.2842
STAD	normal	3.2826
STAD	tumor	3.7464
STAD	tumor	5.5626
STAD	tumor	5.2706
STAD	tumor	2.6255
STAD	tumor	4.9435
STAD	tumor	5.8765
STAD	tumor	5.0197
STAD	tumor	5.8699
STAD	tumor	5.4202
STAD	tumor	5.3972
STAD	tumor	5.8792
STAD	tumor	6.0907
STAD	tumor	5.493175
STAD	tumor	5.5671
STAD	tumor	5.7509
STAD	tumor	4.7187
STAD	tumor	4.5398
STAD	tumor	6.784
STAD	tumor	5.438
STAD	tumor	3.981
STAD	tumor	6.598
STAD	tumor	5.9369
STAD	tumor	6.2377
STAD	tumor	4.4033
STAD	tumor	3.5436
STAD	tumor	5.9953
STAD	tumor	6.0603
STAD	tumor	2.5996
STAD	tumor	5.7049
STAD	tumor	6.0179
STAD	tumor	6.0041
STAD	tumor	5.3338
STAD	normal	4.5009
STAD	tumor	4.5423
STAD	normal	3.8521
STAD	tumor	6.6981
STAD	tumor	5.9301
STAD	tumor	3.9947
STAD	normal	3.6612
STAD	tumor	6.002
STAD	normal	3.8876
STAD	tumor	4.6236
STAD	tumor	5.0854
STAD	normal	4.2072
STAD	tumor	5.9706
STAD	tumor	5.4199
STAD	tumor	4.1482
STAD	tumor	5.2739
STAD	tumor	5.9475
STAD	tumor	4.6265
STAD	tumor	2.5112
STAD	tumor	3.7182
STAD	tumor	5.2396
STAD	normal	2.8014
STAD	tumor	4.855
STAD	tumor	5.3958
STAD	normal	4.0558
STAD	tumor	5.2954
STAD	tumor	2.5876
STAD	tumor	5.839
STAD	normal	4.4842
STAD	tumor	4.3371
STAD	normal	5.1571
STAD	tumor	6.3441
STAD	tumor	5.4145
STAD	normal	4.3917
STAD	tumor	6.1565
STAD	normal	5.064
STAD	tumor	6.3899
STAD	normal	4.4745
STAD	tumor	5.2649
STAD	tumor	5.4559
STAD	tumor	6.6757
STAD	normal	4.9416
STAD	tumor	5.677
STAD	tumor	6.2042
STAD	tumor	6.6663
STAD	tumor	4.7661
STAD	tumor	6.0601
STAD	tumor	5.9093
STAD	tumor	6.4851
STAD	normal	3.6972
STAD	tumor	6.1743
STAD	tumor	6.8079
STAD	tumor	5.8182
STAD	tumor	5.936
STAD	tumor	6.0847
STAD	tumor	5.961
STAD	tumor	4.8851
STAD	tumor	5.0379
STAD	tumor	5.4367
STAD	tumor	5.1396
STAD	tumor	6.0788
STAD	tumor	6.7558
STAD	tumor	4.0645
STAD	tumor	6.345
STAD	tumor	6.8372
STAD	tumor	5.8278
STAD	tumor	6.0137
STAD	tumor	6.011
STAD	tumor	5.8729
STAD	tumor	4.8012
STAD	tumor	4.741
STAD	tumor	6.6751
STAD	tumor	6.0306
STAD	tumor	6.7451
STAD	tumor	6.0713
STAD	tumor	5.9955
STAD	tumor	5.7871
STAD	tumor	4.4836
STAD	tumor	5.5543
STAD	tumor	7.9006
STAD	tumor	3.9719
STAD	tumor	5.0558
STAD	tumor	6.2231
STAD	tumor	6.7
STAD	tumor	5.5759
STAD	tumor	5.8215
STAD	tumor	5.6517
STAD	tumor	5.3572
STAD	tumor	6.4608
STAD	tumor	4.1724
STAD	tumor	3.4358
STAD	tumor	5.6491
STAD	tumor	4.0841
STAD	tumor	4.5079
STAD	tumor	6.3884
STAD	tumor	4.7437
STAD	tumor	3.1955
STAD	tumor	4.981
STAD	tumor	4.4848
STAD	tumor	6.3209
STAD	tumor	4.6905
STAD	tumor	5.8973
STAD	tumor	3.9829
STAD	tumor	5.0009
STAD	tumor	4.7939
STAD	tumor	6.3496
STAD	tumor	5.9081
STAD	tumor	1.5902
STAD	tumor	5.2277
STAD	tumor	5.6725
STAD	tumor	5.1127
STAD	tumor	5.3824
STAD	tumor	4.8115
STAD	tumor	3.2282
STAD	tumor	4.7093
STAD	tumor	3.1228
STAD	tumor	5.8647
STAD	tumor	2.7444
STAD	tumor	6.7152
STAD	tumor	5.954
STAD	tumor	5.0197
STAD	tumor	4.9824
STAD	tumor	5.4165
STAD	tumor	5.3872
STAD	tumor	5.8622
STAD	tumor	5.864
STAD	tumor	5.1094
STAD	tumor	5.1522
STAD	tumor	3.7291
STAD	tumor	5.6625
STAD	tumor	6.5575
STAD	tumor	1.6234
STAD	tumor	5.7299
STAD	tumor	5.2449
STAD	tumor	5.0854
STAD	tumor	6.8014
STAD	tumor	6.1845
STAD	tumor	6.7961
STAD	tumor	7.0017
STAD	tumor	3.38
STAD	tumor	6.5572
STAD	tumor	4.722
STAD	tumor	5.0601
STAD	tumor	3.222
STAD	tumor	5.8455
STAD	tumor	5.037
STAD	tumor	3.3787
STAD	tumor	5.2698
STAD	tumor	6.3995
STAD	tumor	4.7581
STAD	tumor	4.1899
STAD	tumor	5.5874
STAD	tumor	5.4121
STAD	tumor	2.3337
STAD	tumor	5.9768
STAD	tumor	6.031
STAD	tumor	2.1411
STAD	tumor	6.1023
STAD	tumor	6.079
STAD	tumor	4.918
STAD	tumor	6.0723
STAD	tumor	6.231
STAD	tumor	4.3413
STAD	tumor	5.4706
STAD	tumor	5.7279
STAD	tumor	2.4727
STAD	tumor	2.8936
STAD	tumor	5.0215
STAD	tumor	5.5744
STAD	tumor	5.3541
STAD	tumor	4.2056
STAD	tumor	3.5718
STAD	tumor	3.7794
STAD	tumor	4.9486
STAD	tumor	6.1299
STAD	tumor	4.8304
STAD	tumor	6.342
STAD	normal	4.6781
STAD	tumor	5.4446
STAD	tumor	7.2291
STAD	normal	4.6787
STAD	tumor	5.2661
STAD	tumor	1.9822
STAD	tumor	6.9341
STAD	tumor	5.9821
STAD	normal	4.0541
STAD	normal	4.3632
STAD	tumor	3.2959
STAD	normal	3.9801
STAD	tumor	4.1061
STAD	normal	3.483
STAD	tumor	6.7516
STAD	tumor	6.0348
STAD	tumor	5.4618
STAD	tumor	6.1689
STAD	tumor	4.5261
STAD	tumor	4.298
STAD	tumor	5.6679
STAD	tumor	5.888
STAD	tumor	2.6873
STAD	tumor	3.8601
STAD	tumor	4.5117
STAD	tumor	6.1208
STAD	tumor	6.4492
STAD	tumor	5.6508
STAD	tumor	4.0994
STAD	tumor	5.7101
STAD	tumor	4.5311
STAD	tumor	5.6522
STAD	tumor	7.0862
STAD	tumor	6.8244
STAD	tumor	6.4999
STAD	tumor	6.6805
STAD	tumor	5.8164
STAD	tumor	6.0293
STAD	tumor	5.8009
STAD	tumor	6.2007
STAD	tumor	4.2196
STAD	tumor	5.765
STAD	tumor	6.5581
STAD	tumor	5.254
STAD	tumor	4.5826
STAD	tumor	5.6806
STAD	tumor	5.8189
STAD	tumor	5.3796
STAD	tumor	7.0007
STAD	tumor	6.3916
STAD	tumor	4.6606
STAD	tumor	5.1823
STAD	tumor	4.8182
STAD	tumor	6.0213
STAD	tumor	4.4919
STAD	tumor	5.382
STAD	tumor	6.9696
STAD	tumor	5.9503
STAD	tumor	5.6349
STAD	tumor	4.9468
STAD	tumor	4.6236
STAD	tumor	5.3985
STAD	normal	3.6782
STAD	tumor	5.7299
STAD	normal	3.8451
STAD	tumor	5.852
STAD	tumor	7.1338
STAD	tumor	6.2046
STAD	tumor	5.9633
STAD	tumor	6.5392
STAD	tumor	5.5841
STAD	tumor	5.0068
STAD	tumor	5.9835
STAD	tumor	5.0144
STAD	tumor	4.4958
STAD	tumor	5.225
STAD	tumor	3.2267
STAD	tumor	5.703
STAD	tumor	5.0374
STAD	tumor	6.4192
STAD	tumor	4.8136
STAD	tumor	6.7534
STAD	tumor	2.6984
STAD	tumor	3.4687
STAD	normal	4.2343
STAD	tumor	5.7701
STAD	tumor	5.9324
STAD	tumor	5.8885
STAD	tumor	7.1778
STAD	tumor	5.0545
STAD	tumor	5.9572
STAD	tumor	5.6197
STAD	tumor	5.5522
STAD	tumor	4.7399
STAD	normal	4.3681
STAD	tumor	6.5273
STAD	tumor	6.3058
STAD	tumor	5.8199
STAD	tumor	4.0127
STAD	normal	3.4881
STAD	tumor	5.4023
STAD	tumor	6.2263
STAD	tumor	3.8611
STAD	normal	4.4881
STAD	tumor	5.3216
STAD	tumor	6.2236
STAD	normal	3.833
STAD	tumor	4.1547
STAD	normal	4.222
STAD	tumor	5.4353
STAD	tumor	6.1088
STAD	tumor	4.445
STAD	tumor	5.6235
STAD	tumor	5.2631
STAD	normal	4.9801
STAD	tumor	5.4333
STAD	tumor	2.4035
STAD	tumor	2.876
STAD	tumor	5.7605
STAD	tumor	2.1444
STAD	tumor	2.909
STAD	tumor	5.8605
STAD	tumor	4.8605
STAD	normal	4.248
STAD	tumor	2.6208
STAD	tumor	5.0162
STAD	normal	4.8763
STAD	tumor	4.431
STAD	tumor	4.174
STAD	normal	5.6804
STAD	tumor	5.3712
STAD	normal	5.0879
STAD	tumor	5.0157
STAD	tumor	4.8069
STAD	tumor	5.0964
STAD	tumor	0.8647
STAD	tumor	2.108
STAD	tumor	5.0326
STAD	tumor	5.3681
STAD	tumor	6.5503
STAD	tumor	4.506
STAD	tumor	4.5748
STAD	normal	5.0321
STAD	tumor	5.6725
STAD	normal	4.6514
STAD	tumor	4.4602
STAD	normal	5.3445
STAD	tumor	4.7751
STAD	tumor	5.432
STAD	tumor	1.8722
STAD	tumor	3.0602
STAD	tumor	5.8664
STAD	tumor	5.5611
STAD	tumor	5.2649
STAD	tumor	5.735
STAD	tumor	4.7619
STAD	tumor	5.7637
STAD	tumor	2.0147
STAD	tumor	4.1555
STAD	tumor	5.0989
STAD	tumor	4.4588
STAD	tumor	4.1978
STAD	tumor	3.1604
STAD	tumor	4.8053
STAD	tumor	2.7487
STAD	tumor	5.2095
STAD	tumor	4.8485
STAD	tumor	4.5186
STAD	tumor	5.7178
STAD	tumor	5.0488
STAD	tumor	4.2335
STAD	tumor	4.7965
STAD	tumor	5.9327
STAD	tumor	4.2965
STAD	tumor	5.4006
STAD	tumor	5.4209
STAD	tumor	3.8157
STAD	tumor	4.5199
STAD	tumor	5.1148
STAD	tumor	1.334
STAD	tumor	4.9251
STAD	tumor	4.9031
STAD	tumor	6.0259
STAD	tumor	3.6894
STAD	tumor	5.6502
STAD	tumor	6.3556
STAD	tumor	4.8987
STAD	tumor	4.8294
STAD	tumor	5.1429
STAD	tumor	6.204
STAD	tumor	4.9496
STAD	tumor	5.0126
STAD	tumor	3.5224
STAD	tumor	6.0199
STAD	tumor	5.4016
STAD	tumor	4.8156
STAD	tumor	5.5148
STAD	tumor	4.4135
STAD	tumor	6.4278
STAD	tumor	6.2583
STAD	tumor	5.6476
STAD	tumor	5.3331
STAD	tumor	5.842
STAD	tumor	5.98
STAD	tumor	6.2789
STAD	tumor	5.3985
STAD	tumor	5.9871
STAD	tumor	3.5982
STAD	tumor	5.0099
STAD	tumor	7.3364
STAD	tumor	4.6416
STAD	tumor	4.5405
STAD	tumor	6.1433
STAD	tumor	5.1177
STAD	tumor	5.037
STAD	tumor	5.8153
STAD	tumor	6.5434
STAD	tumor	6.0668
STAD	tumor	6.9379
STAD	tumor	3.5982
STAD	tumor	4.4357
STAD	tumor	5.8061
STAD	tumor	5.2219
STAD	tumor	6.8224
STAD	tumor	4.7592
STAD	tumor	4.2158
STAD	tumor	4.5299
STAD	tumor	3.755
STAD	tumor	3.2959
STAD	tumor	2.1894
STAD	tumor	6.8602
STAD	tumor	5.4077
STAD	tumor	6.0166
STAD	tumor	4.0541
STAD	tumor	5.0726
STAD	tumor	5.0597
STAD	tumor	5.8017
STAD	tumor	5.8089
STAD	tumor	5.6494
STAD	tumor	5.225
STAD	tumor	4.8495
TGCT	normal	3.6894
TGCT	normal	3.3393
TGCT	normal	2.5188
TGCT	normal	3.453
TGCT	normal	3.0199
TGCT	normal	3.1079
TGCT	normal	4.5814
TGCT	normal	4.7361
TGCT	normal	3.5947
TGCT	normal	3.7593
TGCT	normal	3.1062
TGCT	normal	3.1749
TGCT	normal	3.5923
TGCT	normal	3.074
TGCT	normal	3.5411
TGCT	normal	3.1095
TGCT	normal	2.7336
TGCT	normal	3.3856
TGCT	normal	4.1261
TGCT	normal	4.2312
TGCT	normal	4.5361
TGCT	normal	3.0074
TGCT	normal	4.162
TGCT	normal	2.826
TGCT	normal	3.5199
TGCT	normal	3.0944
TGCT	normal	3.7815
TGCT	normal	3.868
TGCT	normal	3.8239
TGCT	normal	3.4237
TGCT	normal	3.8521
TGCT	normal	2.8402
TGCT	normal	3.9031
TGCT	normal	3.5411
TGCT	normal	3.7313
TGCT	normal	2.982
TGCT	normal	3.5875
TGCT	normal	4.4654
TGCT	normal	3.0163
TGCT	normal	3.8259
TGCT	normal	4.0462
TGCT	normal	3.8441
TGCT	normal	3.3163
TGCT	normal	3.8411
TGCT	normal	3.6113
TGCT	normal	4.3155
TGCT	normal	4.5994
TGCT	normal	3.7783
TGCT	normal	4.0567
TGCT	normal	3.5349
TGCT	normal	3.6804
TGCT	normal	3.6657
TGCT	normal	3.6916
TGCT	normal	3.7709
TGCT	normal	3.906
TGCT	normal	3.0757
TGCT	normal	4.0532
TGCT	normal	3.5608
TGCT	normal	3.5086
